Word,Level
기업체,TOPIK6
기여,TOPIK4
기온,TOPIK2
기와집,TOPIK5
기운,TOPIK4
기울,TOPIK4
기울이,TOPIK4
기웃거,TOPIK6
기원,TOPIK4
기원전,TOPIK5
기원후,TOPIK5
기이하다,TOPIK6
기인하다,TOPIK6
기일,TOPIK5
기자,TOPIK2
기저귀,TOPIK6
기적,TOPIK4
기절,TOPIK6
기점,TOPIK5
기존,TOPIK4
기준,TOPIK3
기증,TOPIK5
기지개,TOPIK4
기질,TOPIK6
기차,TOPIK1
기차역,TOPIK2
기차표,TOPIK2
기체,TOPIK5
기초,TOPIK3
기침,TOPIK2
기타,TOPIK2
기특,TOPIK6
기틀,TOPIK6
기품,TOPIK6
기피,TOPIK6
기필코,TOPIK6
기하,TOPIK5
기한,TOPIK5
기행,TOPIK6
기행문,TOPIK5
기호,TOPIK5
기호품,TOPIK6
기혼,TOPIK4
기회,TOPIK2
기획,TOPIK4
기후,TOPIK4
긴급,TOPIK3
긴밀하,TOPIK6
긴장,TOPIK2
긴장감,TOPIK5
긴팔,TOPIK3
길,TOPIK1
길가,TOPIK4
길거리,TOPIK4
길쭉하,TOPIK6
김,TOPIK2
김밥,TOPIK1
김장,TOPIK5
김치,TOPIK1
깃,TOPIK6
깃들다,TOPIK6
깃발,TOPIK6
깃털,TOPIK5
깃하다,TOPIK6
깊,TOPIK2
깊숙이,TOPIK6
깊이,TOPIK2
까,TOPIK3
까다롭,TOPIK4
까닭,TOPIK4
까딱,TOPIK5
까마득하,TOPIK6
까만색,TOPIK2
까맣,TOPIK2
까먹,TOPIK4
까무러치다,TOPIK6
까치,TOPIK5
깎,TOPIK2
깐,TOPIK1
깔,TOPIK4
깔끔하,TOPIK3
깔리,TOPIK4
깜깜,TOPIK4
깜박하,TOPIK4
깜빡,TOPIK3
깜짝,TOPIK2
깜짝하,TOPIK5
깡충깡충,TOPIK5
깡통,TOPIK6
깨,TOPIK4
깨끗이,TOPIK2
깨끗하,TOPIK1
깨다,TOPIK2
깨닫,TOPIK4
깨물,TOPIK4
깨소금,TOPIK6
깨어나,TOPIK4
깨우,TOPIK4
깨우치,TOPIK6
깨지,TOPIK3
꺼,TOPIK3
꺼내,TOPIK2
꺼리,TOPIK6
꺼림칙,TOPIK6
꺾,TOPIK4
껌,TOPIK2
껍데,TOPIK5
껍질,TOPIK3
껏,TOPIK5
께,TOPIK1
께어저,TOPIK3
껴안,TOPIK4
껴입,TOPIK6
꼬다,TOPIK5
꼬르륵,TOPIK5
꼬리,TOPIK3
꼬마,TOPIK5
꼬박,TOPIK5
꼬박꼬박,TOPIK5
꼬이,TOPIK6
꼬집다,TOPIK6
꼬치,TOPIK6
꼭,TOPIK1
꼭꼭,TOPIK5
꼭대기,TOPIK4
꼴,TOPIK5
꼴불견,TOPIK6
꼴찌,TOPIK5
꼼꼼하,TOPIK4
꼼꼼히,TOPIK4
꼼짝,TOPIK3
꼼짝없이,TOPIK5
꼽다,TOPIK4
꼽히다,TOPIK4
꽁꽁,TOPIK5
꽂,TOPIK3
꽂히다,TOPIK4
꽃,TOPIK1
꽃꽂이,TOPIK4
꽃다발,TOPIK2
꽃무늬,TOPIK3
꽃병,TOPIK2
꽃샘추위,TOPIK5
꽃잎,TOPIK4
꽃집,TOPIK2
꽉,TOPIK3
꽤,TOPIK3
꾀,TOPIK6
꾀하다,TOPIK6
꾸,TOPIK2
꾸리다,TOPIK4
꾸미,TOPIK4
꾸벅꾸벅,TOPIK5
꾸준하,TOPIK4
꾸준히,TOPIK3
꾸중,TOPIK4
꾸짖다,TOPIK5
꾹,TOPIK6
꾼,TOPIK5
꿀,TOPIK3
꿇,TOPIK4
꿈,TOPIK2
꿈꾸,TOPIK4
꿈속,TOPIK4
꿈틀거,TOPIK6
꿰,TOPIK6
꿰매다,TOPIK5
뀌,TOPIK6
끄,TOPIK1
끄덕,TOPIK4
끄집어내다,TOPIK5
끈,TOPIK3
끈기,TOPIK5
끈끈하,TOPIK6
끈질기,TOPIK6
끊,TOPIK2
끊기,TOPIK3
끊어,TOPIK3
끊이,TOPIK5
끊임,TOPIK4
끊임없이,TOPIK4
끌,TOPIK3
끌려가,TOPIK6
끌리,TOPIK4
끌어,TOPIK5
끌어당기,TOPIK4
끌어안다,TOPIK4
끌어올리다,TOPIK5
끓,TOPIK2
끓다,TOPIK2
끓어오,TOPIK6
끔,TOPIK5
끔찍,TOPIK6
끝,TOPIK2
끝나,TOPIK1
끝내,TOPIK2
끝맺,TOPIK5
끝없다,TOPIK4
끝없이,TOPIK4
끝장,TOPIK5
끼,TOPIK3
끼니,TOPIK5
끼다,TOPIK2
끼리,TOPIK5
끼어,TOPIK4
끼얹다,TOPIK6
끼우다,TOPIK4
끼이,TOPIK4
끼치,TOPIK4
낌,TOPIK6
나,TOPIK1
나가,TOPIK1
나그네,TOPIK6
나날,TOPIK6
나날이,TOPIK5
나누,TOPIK2
나뉘,TOPIK4
나다,TOPIK1
나돌다,TOPIK5
나들,TOPIK5
나라,TOPIK1
나란히,TOPIK4
나르,TOPIK3
나른하,TOPIK6
나름,TOPIK4
나머지,TOPIK2
나무,TOPIK1
나무라,TOPIK4
나물,TOPIK3
나뭇가,TOPIK4
나뭇잎,TOPIK3
나부,TOPIK6
나비,TOPIK4
나빠지,TOPIK3
나쁘,TOPIK1
나서다,TOPIK4
나아,TOPIK4
나아지다,TOPIK3
나약하,TOPIK6
나열,TOPIK5
나오,TOPIK1
나이,TOPIK2
나이프,TOPIK3
나중,TOPIK1
나지막하,TOPIK6
나침반,TOPIK5
나타나,TOPIK2
나타내,TOPIK3
나흘,TOPIK2
낙,TOPIK5
낙관,TOPIK5
낙관적낙관,TOPIK5
낙방,TOPIK5
낙서,TOPIK5
낙심,TOPIK5
낙엽,TOPIK3
낙원,TOPIK5
낙제,TOPIK5
낙천적낙천적,TOPIK5
낙타,TOPIK6
낙태,TOPIK6
낙후,TOPIK6
낚다,TOPIK5
낚시,TOPIK2
낚시터,TOPIK5
난간,TOPIK5
난감하,TOPIK6
난관,TOPIK6
난데없이,TOPIK6
난로,TOPIK3
난리,TOPIK4
난방,TOPIK3
난생,TOPIK6
난처하,TOPIK4
난청,TOPIK6
난치병,TOPIK5
난폭,TOPIK6
날,TOPIK2
날개,TOPIK4
날날,TOPIK1
날뛰다,TOPIK6
날로,TOPIK5
날리다,TOPIK4
날씨,TOPIK1
날씬하,TOPIK2
날아,TOPIK5
날아가다,TOPIK3
날아다,TOPIK4
날아오다,TOPIK4
날아오르다,TOPIK5
날짜,TOPIK1
날카롭다,TOPIK4
낡다,TOPIK3
남,TOPIK2
남극,TOPIK5
남김,TOPIK6
남녀,TOPIK2
남녀노,TOPIK5
남다,TOPIK2
남대문,TOPIK1
남동생,TOPIK1
남매,TOPIK4
남몰,TOPIK5
남미,TOPIK3
남부,TOPIK3
남북,TOPIK4
남산,TOPIK1
남색,TOPIK5
남성,TOPIK2
남용,TOPIK6
남자,TOPIK1
남짓,TOPIK5
남편,TOPIK1
남학생,TOPIK2
남한,TOPIK5
남향,TOPIK5
납득,TOPIK6
납부,TOPIK5
납작,TOPIK5
납치,TOPIK5
낫,TOPIK2
낭독,TOPIK5
낭만,TOPIK5
낭만적낭만,TOPIK5
낭비,TOPIK4
낭송,TOPIK6
낭패,TOPIK6
낮,TOPIK1
낮잠,TOPIK2
낮추,TOPIK4
낯,TOPIK5
낯설다,TOPIK3
낯익,TOPIK5
낱낱이,TOPIK6
낱말,TOPIK5
낳다,TOPIK3
내,TOPIK1
내강,TOPIK6
내걸,TOPIK6
내과,TOPIK2
내내,TOPIK3
내년,TOPIK1
내다,TOPIK1
내달,TOPIK3
내던,TOPIK6
내딛다,TOPIK5
내려,TOPIK2
내려다,TOPIK4
내려서다,TOPIK6
내려앉다,TOPIK4
내륙,TOPIK6
내리,TOPIK1
내리막길,TOPIK6
내막,TOPIK6
내몰,TOPIK6
내밀,TOPIK4
내뱉다,TOPIK5
내버,TOPIK4
내보,TOPIK5
내보내다,TOPIK3
내복,TOPIK5
내부,TOPIK4
내비게,TOPIK5
내비치,TOPIK5
내뿜,TOPIK6
내성,TOPIK3
내세,TOPIK4
내쉬,TOPIK5
내실,TOPIK6
내심,TOPIK6
내역,TOPIK5
내오다,TOPIK5
내외,TOPIK4
내용,TOPIK2
내용물,TOPIK5
내일내일,TOPIK1
내장,TOPIK6
내적내,TOPIK6
내젓,TOPIK6
내주,TOPIK3
내지,TOPIK6
내지르다,TOPIK5
내쫓,TOPIK4
내치,TOPIK6
내키,TOPIK6
내후년,TOPIK3
낼모레낼모,TOPIK3
냄비,TOPIK2
냄새,TOPIK2
냇가,TOPIK6
냉기,TOPIK5
냉담,TOPIK6
냉대,TOPIK5
냉동,TOPIK3
냉면,TOPIK1
냉방,TOPIK3
냉수,TOPIK4
냉장고,TOPIK2
냉전,TOPIK6
냉정,TOPIK3
냉혹,TOPIK6
너,TOPIK1
너그럽,TOPIK4
너머,TOPIK4
너무,TOPIK1
너무나,TOPIK4
너무하다너무하다,TOPIK5
너비,TOPIK5
너희,TOPIK2
넉,TOPIK5
넉넉,TOPIK4
넋,TOPIK6
널다,TOPIK3
널뛰,TOPIK5
널리,TOPIK3
넓,TOPIK1
넓어지다,TOPIK4
넓이,TOPIK3
넓적하,TOPIK6
넓히,TOPIK4
넘,TOPIK2
넘겨주다,TOPIK4
넘나들,TOPIK6
넘어,TOPIK2
넘어뜨리,TOPIK4
넘어오다,TOPIK4
넣다,TOPIK1
네,TOPIK1
네모,TOPIK4
네모나,TOPIK5
네트,TOPIK5
네티,TOPIK4
넥타이,TOPIK2
넷,TOPIK1
넷째,TOPIK2
넷째넷째,TOPIK2
녀,TOPIK5
녀석,TOPIK4
년,TOPIK1
년대,TOPIK3
년도,TOPIK4
년자,TOPIK3
념,TOPIK6
노,TOPIK5
노골적노골,TOPIK6
노년,TOPIK5
노동,TOPIK4
노동력,TOPIK5
노동자,TOPIK4
노란색,TOPIK2
노랑,TOPIK3
노랗,TOPIK2
노래,TOPIK1
노래방,TOPIK1
노려,TOPIK4
노력,TOPIK2
노령,TOPIK6
노른자,TOPIK6
노릇,TOPIK6
노리,TOPIK6
노부부,TOPIK6
노사,TOPIK6
노선,TOPIK3
노숙자,TOPIK5
노약자,TOPIK3
노여움,TOPIK6
노예,TOPIK5
노인,TOPIK2
노처녀,TOPIK5
노총각,TOPIK5
노출,TOPIK5
노크,TOPIK6
노트,TOPIK2
노트북,TOPIK3
노폐,TOPIK6
노하,TOPIK6
노화,TOPIK5
노후,TOPIK5
녹,TOPIK3
녹색,TOPIK2
녹슬다,TOPIK6
녹아내,TOPIK6
녹음,TOPIK3
녹음기,TOPIK3
녹차,TOPIK2
녹초,TOPIK6
녹화,TOPIK4
논,TOPIK5
논란,TOPIK6
논리,TOPIK4
논리적논,TOPIK4
논문,TOPIK5
논밭,TOPIK5
논설문,TOPIK6
논술,TOPIK5
논의,TOPIK4
논쟁,TOPIK4
논증,TOPIK6
논평,TOPIK6
논하,TOPIK6
놀,TOPIK1
놀라,TOPIK2
놀랍,TOPIK4
놀리다,TOPIK4
놀이,TOPIK2
놀이공원,TOPIK3
놀이터,TOPIK3
놈놈,TOPIK5
농가,TOPIK5
농경,TOPIK5
농구,TOPIK1
농담,TOPIK2
농도,TOPIK5
농민,TOPIK4
농부,TOPIK3
농사,TOPIK3
농사일,TOPIK4
농산물,TOPIK4
농수,TOPIK5
농악,TOPIK5
농어촌,TOPIK6
농업,TOPIK4
농작물,TOPIK5
농장,TOPIK5
농촌,TOPIK4
농축,TOPIK5
높,TOPIK1
높이,TOPIK2
높임말,TOPIK3
높임법,TOPIK6
놓,TOPIK2
놓다,TOPIK3
놓아두,TOPIK4
놓이,TOPIK3
놓치,TOPIK3
놔두,TOPIK4
뇌,TOPIK4
뇌물,TOPIK6
뇌사,TOPIK6
뇌졸중,TOPIK6
누구,TOPIK1
누나,TOPIK1
누님,TOPIK4
누다,TOPIK5
누렇,TOPIK5
누르,TOPIK2
누리,TOPIK5
누비,TOPIK6
누이,TOPIK6
누전,TOPIK5
누출,TOPIK6
눈,TOPIK1
눈가,TOPIK3
눈감,TOPIK4
눈길,TOPIK4
눈꺼풀,TOPIK6
눈높,TOPIK5
눈동자,TOPIK4
눈뜨다,TOPIK4
눈물,TOPIK2
눈발,TOPIK5
눈병,TOPIK3
눈부시다,TOPIK3
눈빛,TOPIK4
눈사람,TOPIK3
눈사태,TOPIK5
눈살,TOPIK5
눈싸움,TOPIK3
눈썹,TOPIK4
눈여겨,TOPIK6
눈짓,TOPIK5
눈초리,TOPIK6
눈총,TOPIK6
눈치,TOPIK4
눈치채다,TOPIK5
눌리다,TOPIK5
눕,TOPIK2
눕히,TOPIK4
뉘우치,TOPIK5
뉴스,TOPIK1
느긋하,TOPIK4
느끼다,TOPIK2
느끼하,TOPIK4
느낌,TOPIK2
느닷없이,TOPIK6
느리,TOPIK2
느슨하,TOPIK6
늑대,TOPIK5
늘,TOPIK2
늘리다,TOPIK3
늘어뜨리다,TOPIK6
늘어서다,TOPIK4
늘어지다,TOPIK5
늙다,TOPIK2
늠름하,TOPIK6
능,TOPIK6
능동,TOPIK5
능력,TOPIK2
능률,TOPIK5
능사,TOPIK6
능숙,TOPIK5
능통,TOPIK6
능하,TOPIK6
늦,TOPIK3
늦가,TOPIK4
늦다늦다,TOPIK1
늦봄,TOPIK4
늦잠,TOPIK3
늦추,TOPIK4
늬,TOPIK3
니,TOPIK3
니다,TOPIK1
님,TOPIK3
다,TOPIK1
다가가다,TOPIK4
다가서다,TOPIK4
다가오다,TOPIK4
다국,TOPIK6
다그치,TOPIK6
다급하,TOPIK5
다녀가다,TOPIK4
다녀오다,TOPIK1
다다,TOPIK1
다다르,TOPIK5
다다익선,TOPIK5
다듬,TOPIK4
다랗다,TOPIK5
다량,TOPIK6
다루,TOPIK4
다르,TOPIK1
다름없,TOPIK4
다름없이,TOPIK5
다리,TOPIK1
다리미,TOPIK3
다림질,TOPIK3
다만,TOPIK4
다물,TOPIK4
다발,TOPIK5
다방,TOPIK3
다방면,TOPIK5
다분히,TOPIK6
다섯,TOPIK1
다섯째다섯째다,TOPIK2
다소다소,TOPIK4
다수,TOPIK4
다스리,TOPIK5
다시,TOPIK1
다시금,TOPIK6
다시다,TOPIK5
다양,TOPIK2
다양성,TOPIK5
다양화,TOPIK5
다운로드,TOPIK3
다음,TOPIK1
다음날,TOPIK2
다이빙,TOPIK5
다이아몬드,TOPIK5
다이어트,TOPIK2
다정,TOPIK3
다지다,TOPIK3
다짐,TOPIK4
다짜고짜,TOPIK6
다채롭,TOPIK6
다치,TOPIK2
다큐멘터리,TOPIK5
다투,TOPIK4
다하다,TOPIK2
다행,TOPIK3
다행히,TOPIK3
닥,TOPIK4
닥치,TOPIK5
닦다,TOPIK2
단,TOPIK4
단가,TOPIK6
단거리,TOPIK6
단결,TOPIK6
단계,TOPIK4
단계적단,TOPIK6
단골,TOPIK4
단군,TOPIK5
단기,TOPIK4
단념,TOPIK6
단단하,TOPIK3
단단히,TOPIK6
단독,TOPIK4
단돈,TOPIK6
단락,TOPIK5
단란,TOPIK6
단련,TOPIK6
단말기,TOPIK5
단맛,TOPIK3
단발머리,TOPIK3
단백질,TOPIK5
단번,TOPIK6
단서,TOPIK6
단속,TOPIK4
단순,TOPIK2
단숨,TOPIK6
단시간,TOPIK6
단어,TOPIK1
단연,TOPIK6
단위,TOPIK3
단일,TOPIK5
단적,TOPIK5
단적단,TOPIK6
단절,TOPIK5
단점,TOPIK3
단정,TOPIK3
단조롭다,TOPIK5
단지,TOPIK3
단체,TOPIK3
단추,TOPIK2
단축,TOPIK5
단풍,TOPIK2
단합,TOPIK5
단호하,TOPIK6
닫다,TOPIK1
닫히,TOPIK3
달,TOPIK2
달걀,TOPIK2
달구,TOPIK6
달다,TOPIK1
달달,TOPIK1
달라붙다,TOPIK6
달라지다,TOPIK3
달래다,TOPIK4
달러달러,TOPIK3
달려가,TOPIK4
달려들,TOPIK4
달려오,TOPIK4
달력,TOPIK2
달리,TOPIK2
달리기,TOPIK2
달리하,TOPIK5
달매,TOPIK2
달빛,TOPIK4
달성,TOPIK4
달아나,TOPIK4
달아오르,TOPIK6
달콤하,TOPIK3
달하,TOPIK4
닭,TOPIK2
닭고기,TOPIK2
닮다,TOPIK2
닳다,TOPIK4
담,TOPIK3
담다,TOPIK3
담담,TOPIK6
담당,TOPIK4
담당자,TOPIK4
담배,TOPIK1
담백하,TOPIK4
담보,TOPIK6
담요,TOPIK4
담임,TOPIK4
담장,TOPIK6
답,TOPIK2
답답,TOPIK2
답례,TOPIK6
답변,TOPIK4
답사,TOPIK6
답장,TOPIK2
닷새,TOPIK3
당,TOPIK4
당구,TOPIK5
당국,TOPIK5
당근,TOPIK3
당기,TOPIK4
당뇨병,TOPIK5
당당하,TOPIK4
당당히,TOPIK6
당락,TOPIK6
당면,TOPIK5
당부,TOPIK5
당분간당,TOPIK4
당사자,TOPIK6
당선,TOPIK5
당시,TOPIK4
당신,TOPIK3
당연,TOPIK3
당일,TOPIK4
당장,TOPIK3
당첨,TOPIK4
당하,TOPIK4
당혹,TOPIK6
당황,TOPIK3
닿,TOPIK3
대,TOPIK2
대가,TOPIK4
대강대강,TOPIK4
대개대개,TOPIK4
대거대,TOPIK6
대견,TOPIK5
대결,TOPIK5
대구,TOPIK2
대규모,TOPIK4
대금,TOPIK6
대기,TOPIK4
대기업,TOPIK4
대꾸,TOPIK5
대나무,TOPIK5
대낮,TOPIK4
대다,TOPIK3
대다수,TOPIK4
대단,TOPIK4
대단하,TOPIK3
대담,TOPIK5
대답,TOPIK1
대대,TOPIK3
대대로,TOPIK5
대대적대,TOPIK6
대도시,TOPIK3
대두,TOPIK6
대들,TOPIK6
대등,TOPIK5
대뜸,TOPIK6
대략대략,TOPIK4
대략적대략,TOPIK5
대량,TOPIK4
대로,TOPIK3
대륙,TOPIK5
대리,TOPIK4
대리점,TOPIK5
대립,TOPIK4
대머리,TOPIK5
대명사,TOPIK5
대목,TOPIK6
대문,TOPIK3
대박,TOPIK6
대변,TOPIK3
대보름,TOPIK5
대본,TOPIK5
대부분대부분,TOPIK2
대북,TOPIK6
대비,TOPIK4
대사,TOPIK4
대사관,TOPIK1
대상,TOPIK3
대상자,TOPIK4
대성통곡,TOPIK6
대수,TOPIK6
대신,TOPIK3
대안,TOPIK5
대양,TOPIK6
대여,TOPIK5
대여섯대여섯,TOPIK3
대외,TOPIK6
대우,TOPIK5
대원,TOPIK6
대응,TOPIK4
대인,TOPIK5
대입,TOPIK5
대장,TOPIK5
대적,TOPIK6
대전,TOPIK2
대접,TOPIK4
대조,TOPIK4
대조적대조,TOPIK5
대졸,TOPIK5
대중,TOPIK3
대중성,TOPIK6
대중적,TOPIK5
대중화,TOPIK5
대책,TOPIK4
대처,TOPIK4
대청소,TOPIK3
대체,TOPIK4
대체대체,TOPIK5
대체로,TOPIK3
대추,TOPIK5
대출,TOPIK4
대충,TOPIK4
대통령,TOPIK3
대폭,TOPIK6
대표,TOPIK3
대피,TOPIK5
대하,TOPIK3
대학,TOPIK1
대학교,TOPIK1
대학생,TOPIK1
대학원,TOPIK2
대한민국,TOPIK3
대항,TOPIK6
대형,TOPIK3
대형차,TOPIK5
대화,TOPIK1
대회,TOPIK2
댁댁,TOPIK2
댐,TOPIK4
댓글,TOPIK5
댕기,TOPIK6
더,TOPIK1
더구나,TOPIK4
더군다나,TOPIK6
더더욱,TOPIK6
더듬,TOPIK6
더듬거,TOPIK5
더디,TOPIK6
더러,TOPIK6
더러워지다,TOPIK3
더럽,TOPIK2
더럽히,TOPIK4
더미,TOPIK6
더부룩하,TOPIK6
더불다,TOPIK4
더없이,TOPIK5
더욱,TOPIK2
더욱더,TOPIK4
더욱이,TOPIK4
더위,TOPIK4
더하다,TOPIK3
덕,TOPIK4
덕목,TOPIK6
덕분,TOPIK2
덕택,TOPIK4
던,TOPIK2
덜,TOPIK3
덜다,TOPIK3
덜렁,TOPIK6
덜컥,TOPIK6
덜하,TOPIK5
덤,TOPIK6
덤벼들다,TOPIK6
덤비,TOPIK6
덥다,TOPIK1
덥히,TOPIK6
덧,TOPIK5
덧붙,TOPIK4
덩달,TOPIK6
덩어리,TOPIK4
덩치,TOPIK6
덮,TOPIK3
덮이,TOPIK4
덮치,TOPIK6
데,TOPIK3
데려가,TOPIK2
데려오,TOPIK2
데리다,TOPIK3
데모,TOPIK5
데없다,TOPIK4
데우다,TOPIK4
데이트,TOPIK2
데치,TOPIK3
도,TOPIK2
도구,TOPIK3
도깨비,TOPIK5
도끼,TOPIK5
도난,TOPIK4
도달,TOPIK5
도대체,TOPIK4
도덕,TOPIK6
도덕성,TOPIK6
도덕적도덕,TOPIK6
도둑,TOPIK3
도래,TOPIK6
도로,TOPIK2
도록,TOPIK4
도리,TOPIK6
도리어,TOPIK4
도립,TOPIK6
도마,TOPIK4
도망,TOPIK4
도망가,TOPIK3
도망치,TOPIK4
도맡,TOPIK6
도매,TOPIK5
도모,TOPIK6
도무지,TOPIK4
도박,TOPIK5
도보,TOPIK5
도서,TOPIK3
도서관,TOPIK1
도시,TOPIK2
도시락,TOPIK3
도시화,TOPIK5
도심,TOPIK3
도약,TOPIK6
도와,TOPIK1
도우미,TOPIK5
도움,TOPIK2
도입,TOPIK4
도자기,TOPIK3
도장,TOPIK3
도저히,TOPIK4
도적,TOPIK6
도전,TOPIK4
도중,TOPIK3
도착,TOPIK1
도처,TOPIK6
도태,TOPIK6
도표,TOPIK5
도피,TOPIK5
독,TOPIK4
독감,TOPIK3
독거,TOPIK6
독립,TOPIK4
독립적독,TOPIK5
독방,TOPIK5
독사,TOPIK6
독서,TOPIK2
독선적독선적,TOPIK6
독성,TOPIK6
독신,TOPIK5
독일,TOPIK1
독일어,TOPIK3
독자,TOPIK4
독자적독자,TOPIK6
독재,TOPIK6
독재자,TOPIK6
독점,TOPIK6
독창성,TOPIK6
독창적독창,TOPIK5
독특,TOPIK4
독하다,TOPIK4
돈,TOPIK1
돈가스,TOPIK2
돈독,TOPIK6
돋보,TOPIK5
돋우,TOPIK5
돌,TOPIK1
돌돌,TOPIK3
돌려받다,TOPIK3
돌려보내,TOPIK4
돌려주,TOPIK2
돌리,TOPIK2
돌리다,TOPIK4
돌멩,TOPIK4
돌아,TOPIK4
돌아다,TOPIK6
돌아다니다,TOPIK3
돌아서,TOPIK4
돌연변,TOPIK6
돌이,TOPIK5
돌파,TOPIK6
돕다,TOPIK1
동,TOPIK3
동감,TOPIK5
동거,TOPIK5
동경,TOPIK6
동굴,TOPIK5
동그,TOPIK3
동그라미,TOPIK3
동기,TOPIK4
동남아,TOPIK4
동네,TOPIK2
동대문,TOPIK1
동동,TOPIK5
동등,TOPIK6
동력,TOPIK6
동료,TOPIK3
동맥,TOPIK6
동메달,TOPIK6
동문,TOPIK5
동물,TOPIK2
동물원,TOPIK2
동반,TOPIK5
동병,TOPIK6
동부,TOPIK3
동사,TOPIK5
동상,TOPIK5
동생,TOPIK1
동서남,TOPIK4
동서양,TOPIK5
동성,TOPIK6
동시,TOPIK2
동시통,TOPIK6
동식물,TOPIK5
동아리,TOPIK3
동안,TOPIK1
동양,TOPIK3
동양인,TOPIK4
동영상,TOPIK4
동요,TOPIK4
동원,TOPIK5
동의,TOPIK4
동일,TOPIK4
동작,TOPIK3
동적,TOPIK4
동적동적,TOPIK6
동전,TOPIK2
동정,TOPIK6
동지,TOPIK5
동질성,TOPIK6
동쪽,TOPIK2
동참,TOPIK6
동창,TOPIK3
동창회,TOPIK3
동포,TOPIK4
동행,TOPIK5
동향,TOPIK5
동호인,TOPIK6
동호회,TOPIK3
동화,TOPIK4
동화책,TOPIK4
돼지,TOPIK2
되,TOPIK1
되뇌,TOPIK6
되다,TOPIK2
되돌,TOPIK4
되돌아,TOPIK5
되돌아오다,TOPIK3
되살리다,TOPIK4
되살아나,TOPIK4
되풀이,TOPIK4
된소리,TOPIK6
된장,TOPIK1
두,TOPIK1
두각,TOPIK6
두근거리다,TOPIK5
두꺼비,TOPIK5
두껍,TOPIK2
두께,TOPIK3
두뇌,TOPIK4
두드러지,TOPIK4
두드리,TOPIK4
두들기,TOPIK5
두려움,TOPIK4
두려워하,TOPIK4
두렵다,TOPIK4
두루,TOPIK6
두르,TOPIK4
두리번,TOPIK4
두부,TOPIK2
두세,TOPIK2
두텁,TOPIK5
두통,TOPIK2
두통약,TOPIK3
두툼하,TOPIK6
둑,TOPIK6
둔하,TOPIK5
둘,TOPIK1
둘러,TOPIK4
둘러싸이다,TOPIK4
둘러앉다,TOPIK6
둘레,TOPIK4
둘째둘째둘째,TOPIK2
둥그렇,TOPIK6
둥글,TOPIK3
둥둥,TOPIK6
둥지,TOPIK4
뒤,TOPIK1
뒤늦,TOPIK4
뒤덮,TOPIK5
뒤덮이다,TOPIK6
뒤돌아,TOPIK6
뒤따,TOPIK4
뒤떨어지,TOPIK4
뒤바뀌,TOPIK6
뒤섞,TOPIK6
뒤엉키,TOPIK6
뒤엎다,TOPIK5
뒤죽박죽,TOPIK6
뒤지,TOPIK4
뒤집,TOPIK4
뒤집어쓰,TOPIK5
뒤집히,TOPIK5
뒤쪽,TOPIK2
뒤쫓,TOPIK6
뒤처지,TOPIK5
뒤척이,TOPIK5
뒤통수,TOPIK6
뒤틀리,TOPIK6
뒤풀,TOPIK5
뒤흔들,TOPIK5
뒷걸음,TOPIK5
뒷골목,TOPIK4
뒷모습,TOPIK4
뒷문,TOPIK4
뒷바,TOPIK6
뒷받침,TOPIK5
뒷산,TOPIK4
뒷일,TOPIK6
뒷전,TOPIK6
뒹굴,TOPIK6
드나들,TOPIK4
드디어,TOPIK2
드라마,TOPIK1
드라이,TOPIK3
드라이브,TOPIK3
드라이어,TOPIK3
드라이클,TOPIK4
드러나,TOPIK4
드러내,TOPIK4
드러눕다,TOPIK6
드레스,TOPIK3
드리,TOPIK1
드리우다,TOPIK6
드물,TOPIK4
드세,TOPIK6
득점,TOPIK6
든든하다,TOPIK4
듣,TOPIK1
듣다,TOPIK3
들,TOPIK1
들끓,TOPIK6
들다,TOPIK4
들락,TOPIK5
들락날락하,TOPIK6
들려,TOPIK4
들려주,TOPIK3
들리,TOPIK2
들먹이,TOPIK6
들썩이,TOPIK6
들어,TOPIK1
들어가다,TOPIK1
들어맞다,TOPIK6
들어앉,TOPIK5
들여놓,TOPIK6
들여다,TOPIK4
들여다보이다,TOPIK6
들여오다,TOPIK5
들이,TOPIK4
들이닥치,TOPIK6
들이대,TOPIK5
들이마시,TOPIK6
들이밀,TOPIK5
들추,TOPIK6
들키,TOPIK4
들통,TOPIK5
들판,TOPIK5
듬뿍,TOPIK5
등,TOPIK2
등골,TOPIK6
등교,TOPIK5
등급등급,TOPIK6
등기,TOPIK4
등등,TOPIK3
등록,TOPIK3
등록금,TOPIK3
등록증,TOPIK3
등반,TOPIK5
등산,TOPIK1
등산복,TOPIK3
등용문,TOPIK6
등장,TOPIK4
등재,TOPIK6
등지,TOPIK6
디디,TOPIK5
디자이너,TOPIK4
디자인,TOPIK2
디지털,TOPIK3
딛다,TOPIK6
따,TOPIK3
따갑,TOPIK5
따님,TOPIK4
따돌리,TOPIK6
따돌림,TOPIK5
따뜻하,TOPIK1
따라가,TOPIK3
따라나서다,TOPIK6
따라다,TOPIK4
따라서,TOPIK3
따라오다,TOPIK3
따라잡다,TOPIK5
따로,TOPIK2
따로따로,TOPIK3
따르다,TOPIK3
따르릉,TOPIK3
따위,TOPIK5
따지다,TOPIK4
딱,TOPIK3
딱딱하,TOPIK3
딱하,TOPIK6
딱히,TOPIK6
딴,TOPIK4
딸,TOPIK1
딸기,TOPIK1
딸리,TOPIK5
땀,TOPIK2
땅,TOPIK2
